timestamp,Game,Commence Time,Market,Sportsbook,Sportsbook Line,Odds,Recommended Pick,Confidence,Edge
2026-03-31T18:46:58.184954+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:46:58.184954+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:47:59.999781+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns,1140.00%,619.04%
2026-03-31T18:47:59.999781+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:47:59.999781+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:47:59.999781+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:47:59.999781+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:47:59.999781+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:47:59.999781+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T19:06:39.383694+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Moneyline,FanDuel,Phoenix Suns +108 vs Orlando Magic -126,Orlando Magic,53.7%,-2.1%
2026-03-31T19:06:39.383694+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Spread,FanDuel,Phoenix Suns +2.5 (-114) vs Orlando Magic -2.5 (-106),Phoenix Suns +2.5,50.9%,-2.4%
2026-03-31T19:06:39.383694+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Total,FanDuel,Over 224.5 (-112) vs Under 224.5 (-108),Over 224.5,50.4%,-2.4%
2026-03-31T19:06:39.383694+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets +1100,Charlotte Hornets,92.0%,-3.7%
2026-03-31T19:06:39.383694+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Spread,FanDuel,Charlotte Hornets -17.5 (-106) vs Brooklyn Nets +17.5 (-114),Brooklyn Nets +17.5,50.9%,-2.4%
2026-03-31T19:06:39.383694+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Total,FanDuel,Over 219.5 (-110) vs Under 219.5 (-110),Over 219.5,50.0%,-2.4%
2026-03-31T19:06:39.383694+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Dallas Mavericks -134 vs Milwaukee Bucks +114,Dallas Mavericks,55.1%,-2.2%
2026-03-31T19:06:39.383694+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Spread,FanDuel,Dallas Mavericks -2 (-110) vs Milwaukee Bucks +2 (-110),Dallas Mavericks -2,50.0%,-2.4%
2026-03-31T19:06:39.383694+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 229.5 (-114) vs Under 229.5 (-106),Over 229.5,50.9%,-2.4%
2026-03-31T19:06:39.383694+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Toronto Raptors +134 vs Detroit Pistons -158,Detroit Pistons,58.9%,-2.3%
2026-03-31T19:06:39.383694+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Spread,FanDuel,Toronto Raptors +3 (-110) vs Detroit Pistons -3 (-110),Toronto Raptors +3,50.0%,-2.4%
2026-03-31T19:06:39.383694+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 219.5 (-114) vs Under 219.5 (-106),Over 219.5,50.9%,-2.4%
2026-03-31T19:06:39.383694+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50.4%,-1.9%
2026-03-31T19:06:39.383694+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Spread,FanDuel,New York Knicks -1 (-106) vs Houston Rockets +1 (-114),Houston Rockets +1,50.9%,-2.4%
2026-03-31T19:06:39.383694+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 217.5 (-110) vs Under 217.5 (-110),Over 217.5,50.0%,-2.4%
2026-03-31T19:06:39.383694+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Moneyline,FanDuel,Cleveland Cavaliers +116 vs Los Angeles Lakers -136,Los Angeles Lakers,55.5%,-2.2%
2026-03-31T19:06:39.383694+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Spread,FanDuel,Cleveland Cavaliers +2.5 (-112) vs Los Angeles Lakers -2.5 (-108),Cleveland Cavaliers +2.5,50.4%,-2.4%
2026-03-31T19:06:39.383694+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Total,FanDuel,Over 234.5 (-108) vs Under 234.5 (-112),Under 234.5,50.4%,-2.4%
2026-03-31T19:06:39.383694+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Moneyline,FanDuel,Portland Trail Blazers +184 vs Los Angeles Clippers -220,Los Angeles Clippers,66.1%,-2.6%
2026-03-31T19:06:39.383694+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Spread,FanDuel,Portland Trail Blazers +5.5 (-106) vs Los Angeles Clippers -5.5 (-114),Los Angeles Clippers -5.5,50.9%,-2.4%
2026-03-31T19:06:39.383694+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Total,FanDuel,Over 227.5 (-106) vs Under 227.5 (-114),Under 227.5,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Moneyline,FanDuel,Phoenix Suns +108 vs Orlando Magic -126,Orlando Magic,53.7%,-2.1%
2026-03-31T19:07:16.095922+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Spread,FanDuel,Phoenix Suns +2.5 (-114) vs Orlando Magic -2.5 (-106),Phoenix Suns +2.5,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Total,FanDuel,Over 224.5 (-112) vs Under 224.5 (-108),Over 224.5,50.4%,-2.4%
2026-03-31T19:07:16.095922+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets +1100,Charlotte Hornets,92.0%,-3.7%
2026-03-31T19:07:16.095922+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Spread,FanDuel,Charlotte Hornets -17.5 (-106) vs Brooklyn Nets +17.5 (-114),Brooklyn Nets +17.5,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Total,FanDuel,Over 219.5 (-110) vs Under 219.5 (-110),Over 219.5,50.0%,-2.4%
2026-03-31T19:07:16.095922+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Dallas Mavericks -134 vs Milwaukee Bucks +114,Dallas Mavericks,55.1%,-2.2%
2026-03-31T19:07:16.095922+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Spread,FanDuel,Dallas Mavericks -2 (-110) vs Milwaukee Bucks +2 (-110),Dallas Mavericks -2,50.0%,-2.4%
2026-03-31T19:07:16.095922+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 229.5 (-114) vs Under 229.5 (-106),Over 229.5,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Toronto Raptors +134 vs Detroit Pistons -158,Detroit Pistons,58.9%,-2.3%
2026-03-31T19:07:16.095922+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Spread,FanDuel,Toronto Raptors +3 (-110) vs Detroit Pistons -3 (-110),Toronto Raptors +3,50.0%,-2.4%
2026-03-31T19:07:16.095922+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 219.5 (-114) vs Under 219.5 (-106),Over 219.5,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50.4%,-1.9%
2026-03-31T19:07:16.095922+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Spread,FanDuel,New York Knicks -1 (-106) vs Houston Rockets +1 (-114),Houston Rockets +1,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 217.5 (-110) vs Under 217.5 (-110),Over 217.5,50.0%,-2.4%
2026-03-31T19:07:16.095922+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Moneyline,FanDuel,Cleveland Cavaliers +116 vs Los Angeles Lakers -136,Los Angeles Lakers,55.5%,-2.2%
2026-03-31T19:07:16.095922+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Spread,FanDuel,Cleveland Cavaliers +2.5 (-112) vs Los Angeles Lakers -2.5 (-108),Cleveland Cavaliers +2.5,50.4%,-2.4%
2026-03-31T19:07:16.095922+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Total,FanDuel,Over 234.5 (-108) vs Under 234.5 (-112),Under 234.5,50.4%,-2.4%
2026-03-31T19:07:16.095922+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Moneyline,FanDuel,Portland Trail Blazers +184 vs Los Angeles Clippers -220,Los Angeles Clippers,66.1%,-2.6%
2026-03-31T19:07:16.095922+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Spread,FanDuel,Portland Trail Blazers +5.5 (-106) vs Los Angeles Clippers -5.5 (-114),Los Angeles Clippers -5.5,50.9%,-2.4%
2026-03-31T19:07:16.095922+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Total,FanDuel,Over 227.5 (-106) vs Under 227.5 (-114),Under 227.5,50.9%,-2.4%
2026-03-31T19:08:16.886436+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Moneyline,FanDuel,Phoenix Suns +108 vs Orlando Magic -126,Orlando Magic,53.7%,-2.1%
2026-03-31T19:08:16.886436+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Spread,FanDuel,Phoenix Suns +2.5 (-114) vs Orlando Magic -2.5 (-106),Phoenix Suns +2.5,50.9%,-2.4%
2026-03-31T19:08:16.886436+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Total,FanDuel,Over 224.5 (-112) vs Under 224.5 (-108),Over 224.5,50.4%,-2.4%
2026-03-31T19:08:16.886436+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets +1100,Charlotte Hornets,92.0%,-3.7%
2026-03-31T19:08:16.886436+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Spread,FanDuel,Charlotte Hornets -17.5 (-106) vs Brooklyn Nets +17.5 (-114),Brooklyn Nets +17.5,50.9%,-2.4%
2026-03-31T19:08:16.886436+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Total,FanDuel,Over 219.5 (-110) vs Under 219.5 (-110),Over 219.5,50.0%,-2.4%
2026-03-31T19:08:16.886436+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Dallas Mavericks -134 vs Milwaukee Bucks +114,Dallas Mavericks,55.1%,-2.2%
2026-03-31T19:08:16.886436+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Spread,FanDuel,Dallas Mavericks -2 (-110) vs Milwaukee Bucks +2 (-110),Dallas Mavericks -2,50.0%,-2.4%
2026-03-31T19:08:16.886436+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 229.5 (-114) vs Under 229.5 (-106),Over 229.5,50.9%,-2.4%
2026-03-31T19:08:16.886436+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Toronto Raptors +134 vs Detroit Pistons -158,Detroit Pistons,58.9%,-2.3%
2026-03-31T19:08:16.886436+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Spread,FanDuel,Toronto Raptors +3 (-110) vs Detroit Pistons -3 (-110),Toronto Raptors +3,50.0%,-2.4%
2026-03-31T19:08:16.886436+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 219.5 (-114) vs Under 219.5 (-106),Over 219.5,50.9%,-2.4%
2026-03-31T19:08:16.886436+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50.4%,-1.9%
2026-03-31T19:08:16.886436+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Spread,FanDuel,New York Knicks -1 (-106) vs Houston Rockets +1 (-114),Houston Rockets +1,50.9%,-2.4%
2026-03-31T19:08:16.886436+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 217.5 (-110) vs Under 217.5 (-110),Over 217.5,50.0%,-2.4%
2026-03-31T19:08:16.886436+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Moneyline,FanDuel,Cleveland Cavaliers +116 vs Los Angeles Lakers -136,Los Angeles Lakers,55.5%,-2.2%
2026-03-31T19:08:16.886436+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Spread,FanDuel,Cleveland Cavaliers +2.5 (-112) vs Los Angeles Lakers -2.5 (-108),Cleveland Cavaliers +2.5,50.4%,-2.4%
2026-03-31T19:08:16.886436+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Total,FanDuel,Over 234.5 (-108) vs Under 234.5 (-112),Under 234.5,50.4%,-2.4%
2026-03-31T19:08:16.886436+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Moneyline,FanDuel,Portland Trail Blazers +180 vs Los Angeles Clippers -215,Los Angeles Clippers,65.6%,-2.6%
2026-03-31T19:08:16.886436+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Spread,FanDuel,Portland Trail Blazers +5.5 (-108) vs Los Angeles Clippers -5.5 (-112),Los Angeles Clippers -5.5,50.4%,-2.4%
2026-03-31T19:08:16.886436+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Total,FanDuel,Over 227.5 (-106) vs Under 227.5 (-114),Under 227.5,50.9%,-2.4%
2026-03-31T19:09:19.957634+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Moneyline,FanDuel,Phoenix Suns +108 vs Orlando Magic -126,Orlando Magic,53.7%,-2.1%
2026-03-31T19:09:19.957634+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Spread,FanDuel,Phoenix Suns +2.5 (-114) vs Orlando Magic -2.5 (-106),Phoenix Suns +2.5,50.9%,-2.4%
2026-03-31T19:09:19.957634+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Total,FanDuel,Over 224.5 (-112) vs Under 224.5 (-108),Over 224.5,50.4%,-2.4%
2026-03-31T19:09:19.957634+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets +1100,Charlotte Hornets,92.0%,-3.7%
2026-03-31T19:09:19.957634+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Spread,FanDuel,Charlotte Hornets -17.5 (-106) vs Brooklyn Nets +17.5 (-114),Brooklyn Nets +17.5,50.9%,-2.4%
2026-03-31T19:09:19.957634+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Total,FanDuel,Over 219.5 (-110) vs Under 219.5 (-110),Over 219.5,50.0%,-2.4%
2026-03-31T19:09:19.957634+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Dallas Mavericks -134 vs Milwaukee Bucks +114,Dallas Mavericks,55.1%,-2.2%
2026-03-31T19:09:19.957634+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Spread,FanDuel,Dallas Mavericks -2 (-110) vs Milwaukee Bucks +2 (-110),Dallas Mavericks -2,50.0%,-2.4%
2026-03-31T19:09:19.957634+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 229.5 (-114) vs Under 229.5 (-106),Over 229.5,50.9%,-2.4%
2026-03-31T19:09:19.957634+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Toronto Raptors +134 vs Detroit Pistons -158,Detroit Pistons,58.9%,-2.3%
2026-03-31T19:09:19.957634+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Spread,FanDuel,Toronto Raptors +3 (-110) vs Detroit Pistons -3 (-110),Toronto Raptors +3,50.0%,-2.4%
2026-03-31T19:09:19.957634+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 219.5 (-114) vs Under 219.5 (-106),Over 219.5,50.9%,-2.4%
2026-03-31T19:09:19.957634+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50.4%,-1.9%
2026-03-31T19:09:19.957634+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Spread,FanDuel,New York Knicks -1 (-106) vs Houston Rockets +1 (-114),Houston Rockets +1,50.9%,-2.4%
2026-03-31T19:09:19.957634+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 217.5 (-110) vs Under 217.5 (-110),Over 217.5,50.0%,-2.4%
2026-03-31T19:09:19.957634+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Moneyline,FanDuel,Cleveland Cavaliers +116 vs Los Angeles Lakers -136,Los Angeles Lakers,55.5%,-2.2%
2026-03-31T19:09:19.957634+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Spread,FanDuel,Cleveland Cavaliers +2.5 (-112) vs Los Angeles Lakers -2.5 (-108),Cleveland Cavaliers +2.5,50.4%,-2.4%
2026-03-31T19:09:19.957634+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Total,FanDuel,Over 234.5 (-108) vs Under 234.5 (-112),Under 234.5,50.4%,-2.4%
2026-03-31T19:09:19.957634+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Moneyline,FanDuel,Portland Trail Blazers +176 vs Los Angeles Clippers -210,Los Angeles Clippers,65.2%,-2.6%
2026-03-31T19:09:19.957634+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Spread,FanDuel,Portland Trail Blazers +5.5 (-110) vs Los Angeles Clippers -5.5 (-110),Portland Trail Blazers +5.5,50.0%,-2.4%
2026-03-31T19:09:19.957634+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Total,FanDuel,Over 227.5 (-106) vs Under 227.5 (-114),Under 227.5,50.9%,-2.4%
2026-03-31T19:10:21.038035+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Moneyline,FanDuel,Phoenix Suns +108 vs Orlando Magic -126,Orlando Magic,53.7%,-2.1%
2026-03-31T19:10:21.038035+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Spread,FanDuel,Phoenix Suns +2.5 (-114) vs Orlando Magic -2.5 (-106),Phoenix Suns +2.5,50.9%,-2.4%
2026-03-31T19:10:21.038035+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Total,FanDuel,Over 224.5 (-112) vs Under 224.5 (-108),Over 224.5,50.4%,-2.4%
2026-03-31T19:10:21.038035+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets +1100,Charlotte Hornets,92.0%,-3.7%
2026-03-31T19:10:21.038035+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Spread,FanDuel,Charlotte Hornets -17.5 (-106) vs Brooklyn Nets +17.5 (-114),Brooklyn Nets +17.5,50.9%,-2.4%
2026-03-31T19:10:21.038035+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Total,FanDuel,Over 219.5 (-110) vs Under 219.5 (-110),Over 219.5,50.0%,-2.4%
2026-03-31T19:10:21.038035+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Dallas Mavericks -134 vs Milwaukee Bucks +114,Dallas Mavericks,55.1%,-2.2%
2026-03-31T19:10:21.038035+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Spread,FanDuel,Dallas Mavericks -2 (-110) vs Milwaukee Bucks +2 (-110),Dallas Mavericks -2,50.0%,-2.4%
2026-03-31T19:10:21.038035+00:00,Dallas Mavericks at Milwaukee Bucks,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 229.5 (-114) vs Under 229.5 (-106),Over 229.5,50.9%,-2.4%
2026-03-31T19:10:21.038035+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,Toronto Raptors +134 vs Detroit Pistons -158,Detroit Pistons,58.9%,-2.3%
2026-03-31T19:10:21.038035+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Spread,FanDuel,Toronto Raptors +3 (-110) vs Detroit Pistons -3 (-110),Toronto Raptors +3,50.0%,-2.4%
2026-03-31T19:10:21.038035+00:00,Toronto Raptors at Detroit Pistons,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 219.5 (-114) vs Under 219.5 (-106),Over 219.5,50.9%,-2.4%
2026-03-31T19:10:21.038035+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50.4%,-1.9%
2026-03-31T19:10:21.038035+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Spread,FanDuel,New York Knicks -1 (-106) vs Houston Rockets +1 (-114),Houston Rockets +1,50.9%,-2.4%
2026-03-31T19:10:21.038035+00:00,New York Knicks at Houston Rockets,"Mar 31, 8:10 PM ET",Total,FanDuel,Over 217.5 (-110) vs Under 217.5 (-110),Over 217.5,50.0%,-2.4%
2026-03-31T19:10:21.038035+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Moneyline,FanDuel,Cleveland Cavaliers +114 vs Los Angeles Lakers -134,Los Angeles Lakers,55.1%,-2.2%
2026-03-31T19:10:21.038035+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Spread,FanDuel,Cleveland Cavaliers +2.5 (-112) vs Los Angeles Lakers -2.5 (-108),Cleveland Cavaliers +2.5,50.4%,-2.4%
2026-03-31T19:10:21.038035+00:00,Cleveland Cavaliers at Los Angeles Lakers,"Mar 31, 10:40 PM ET",Total,FanDuel,Over 234.5 (-108) vs Under 234.5 (-112),Under 234.5,50.4%,-2.4%
2026-03-31T19:10:21.038035+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Moneyline,FanDuel,Portland Trail Blazers +176 vs Los Angeles Clippers -210,Los Angeles Clippers,65.2%,-2.6%
2026-03-31T19:10:21.038035+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Spread,FanDuel,Portland Trail Blazers +5.5 (-110) vs Los Angeles Clippers -5.5 (-110),Portland Trail Blazers +5.5,50.0%,-2.4%
2026-03-31T19:10:21.038035+00:00,Portland Trail Blazers at Los Angeles Clippers,"Mar 31, 11:10 PM ET",Total,FanDuel,Over 227.5 (-106) vs Under 227.5 (-114),Under 227.5,50.9%,-2.4%
2026-03-31T19:11:23.224452+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Moneyline,FanDuel,Phoenix Suns +108 vs Orlando Magic -126,Orlando Magic,53.7%,-2.1%
2026-03-31T19:11:23.224452+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Spread,FanDuel,Phoenix Suns +2.5 (-114) vs Orlando Magic -2.5 (-106),Orlando Magic -2.5,53.4%,-1.1%
2026-03-31T19:11:23.224452+00:00,Phoenix Suns at Orlando Magic,"Mar 31, 7:10 PM ET",Total,FanDuel,Over 224.5 (-112) vs Under 224.5 (-108),Over 224.5,52.6%,-1.3%
2026-03-31T19:11:23.224452+00:00,Charlotte Hornets at Brooklyn Nets,"Mar 31, 7:40 PM ET",Moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets +1100,Charlotte Hornets,92.0%,-3.7%
